Selection	View	Channel	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Power (dB)	Occupancy	classification	Begin Time (s)	End Time (s)	spect_key
204	Spectrogram 1	1	2.048	40.0	75.0	71.7	0.875	bdf	52520.83	52522.877999	MARS-20150822T000000Z-2khz.204
205	Spectrogram 1	1	2.048	40.0	75.0	72.4	0.75	bdf	53234.557999	53236.606	MARS-20150822T000000Z-2khz.205
206	Spectrogram 1	1	2.048	40.0	75.0	72.0	0.75	bdf	53372.798	53374.846	MARS-20150822T000000Z-2khz.206
207	Spectrogram 1	1	2.048	40.0	75.0	76.4	0.875	bdf	53507.71	53509.757999	MARS-20150822T000000Z-2khz.207
208	Spectrogram 1	1	3.84	40.0	75.0	75.1	0.9333	bdf	53511.293999	53515.134	MARS-20150822T000000Z-2khz.208
209	Spectrogram 1	1	3.3280000000000003	40.0	75.0	73.1	0.7692	bdf	54713.726	54717.054	MARS-20150822T000000Z-2khz.209
210	Spectrogram 1	1	2.048	40.0	75.0	72.1	0.875	bdf	54764.414	54766.462	MARS-20150822T000000Z-2khz.210
211	Spectrogram 1	1	2.048	40.0	75.0	72.1	0.875	bdf	55453.31	55455.357999	MARS-20150822T000000Z-2khz.211
212	Spectrogram 1	1	2.8160000000000003	40.0	75.0	71.3	0.8182	bdf	55587.71	55590.526	MARS-20150822T000000Z-2khz.212
213	Spectrogram 1	1	2.8160000000000003	40.0	75.0	76.5	0.9091	bdf	55592.062	55594.877999	MARS-20150822T000000Z-2khz.213
214	Spectrogram 1	1	3.584	40.0	75.0	74.2	0.9286		55631.742	55635.326	MARS-20150822T000000Z-2khz.214
215	Spectrogram 1	1	2.048	40.0	75.0	72.0	0.75		55663.742	55665.79	MARS-20150822T000000Z-2khz.215
216	Spectrogram 1	1	3.584	40.0	75.0	72.6	0.8571		55690.11	55693.694	MARS-20150822T000000Z-2khz.216
217	Spectrogram 1	1	3.84	40.0	75.0	74.3	0.8		55725.182	55729.022	MARS-20150822T000000Z-2khz.217
218	Spectrogram 1	1	2.3040000000000003	40.0	75.0	75.2	1.0		55819.134	55821.438	MARS-20150822T000000Z-2khz.218
219	Spectrogram 1	1	2.048	40.0	75.0	72.6	0.75		55833.726	55835.773999	MARS-20150822T000000Z-2khz.219
220	Spectrogram 1	1	3.072	40.0	75.0	77.4	1.0		55851.134	55854.206	MARS-20150822T000000Z-2khz.220
221	Spectrogram 1	1	3.584	40.0	75.0	73.9	0.8571	bdt	55878.014	55881.598	MARS-20150822T000000Z-2khz.221
222	Spectrogram 1	1	4.864	40.0	75.0	81.6	0.8421	bdt	55912.318	55917.182	MARS-20150822T000000Z-2khz.222
223	Spectrogram 1	1	3.3280000000000003	40.0	75.0	77.4	0.9231	bdt	55956.862	55960.19	MARS-20150822T000000Z-2khz.223
224	Spectrogram 1	1	2.3040000000000003	40.0	75.0	72.8	1.0	bdf	56257.917999	56260.222	MARS-20150822T000000Z-2khz.224
225	Spectrogram 1	1	2.048	40.0	75.0	69.2	0.75	bdf	56330.877999	56332.926	MARS-20150822T000000Z-2khz.225
226	Spectrogram 1	1	4.6080000000000005	40.0	75.0	75.3	0.7778	bdf	56414.077999	56418.686	MARS-20150822T000000Z-2khz.226
227	Spectrogram 1	1	6.6560000000000015	40.0	75.0	75.1	0.8846	bdf	56465.022	56471.678	MARS-20150822T000000Z-2khz.227
228	Spectrogram 1	1	2.56	40.0	75.0	73.5	1.0	bdf	57006.462	57009.022	MARS-20150822T000000Z-2khz.228
229	Spectrogram 1	1	2.3040000000000003	40.0	75.0	73.2	1.0		57022.334	57024.638	MARS-20150822T000000Z-2khz.229
230	Spectrogram 1	1	2.8160000000000003	40.0	75.0	74.8	1.0		57105.534	57108.35	MARS-20150822T000000Z-2khz.230
231	Spectrogram 1	1	5.6320000000000014	40.0	75.0	74.7	0.9545		57139.07	57144.702	MARS-20150822T000000Z-2khz.231
232	Spectrogram 1	1	4.352	40.0	75.0	74.2	0.8824	bdf	57145.214	57149.566	MARS-20150822T000000Z-2khz.232
233	Spectrogram 1	1	4.352	40.0	75.0	74.0	0.9412	bdf	57153.917999	57158.27	MARS-20150822T000000Z-2khz.233
234	Spectrogram 1	1	2.048	40.0	75.0	71.3	1.0		57186.942	57188.99	MARS-20150822T000000Z-2khz.234
235	Spectrogram 1	1	2.56	40.0	75.0	75.6	0.9	bdf	57196.158	57198.717999	MARS-20150822T000000Z-2khz.235
236	Spectrogram 1	1	4.352	40.0	75.0	74.7	0.8235	bdf	57208.702	57213.054	MARS-20150822T000000Z-2khz.236
237	Spectrogram 1	1	3.072	40.0	75.0	70.9	0.75	bdf	57383.037999	57386.11	MARS-20150822T000000Z-2khz.237
238	Spectrogram 1	1	4.352	40.0	75.0	73.4	1.0	bdf	57519.23	57523.582	MARS-20150822T000000Z-2khz.238
239	Spectrogram 1	1	2.3040000000000003	40.0	75.0	74.0	1.0	bdf	57650.302	57652.606	MARS-20150822T000000Z-2khz.239
240	Spectrogram 1	1	2.56	40.0	75.0	75.2	0.8	bdf	57818.75	57821.31	MARS-20150822T000000Z-2khz.240
241	Spectrogram 1	1	3.072	40.0	75.0	72.8	0.9167	bdf	57821.822	57824.894	MARS-20150822T000000Z-2khz.241
242	Spectrogram 1	1	3.3280000000000003	40.0	75.0	76.1	0.9231	bdf	57962.366	57965.694	MARS-20150822T000000Z-2khz.242
243	Spectrogram 1	1	5.6320000000000014	40.0	75.0	75.3	0.9545	bdf	58013.053999	58018.686	MARS-20150822T000000Z-2khz.243
244	Spectrogram 1	1	4.864	40.0	75.0	73.2	0.8421	bdf	58621.822	58626.686	MARS-20150822T000000Z-2khz.244
245	Spectrogram 1	1	2.56	40.0	75.0	73.6	0.9	bdf	58689.406	58691.966	MARS-20150822T000000Z-2khz.245
246	Spectrogram 1	1	2.048	40.0	75.0	72.8	0.75	bdf	58730.366	58732.413999	MARS-20150822T000000Z-2khz.246
247	Spectrogram 1	1	2.048	40.0	75.0	77.2	0.75	bdf	60299.902	60301.95	MARS-20150822T000000Z-2khz.247
248	Spectrogram 1	1	2.8160000000000003	40.0	75.0	72.9	0.8182		60926.846	60929.662	MARS-20150822T000000Z-2khz.248
249	Spectrogram 1	1	3.072	40.0	75.0	74.6	0.8333		60984.702	60987.774	MARS-20150822T000000Z-2khz.249
250	Spectrogram 1	1	2.8160000000000003	40.0	75.0	77.9	0.8182	bdf	62413.182	62415.998	MARS-20150822T000000Z-2khz.250
251	Spectrogram 1	1	2.56	40.0	75.0	76.0	1.0	bdf	63038.334	63040.894	MARS-20150822T000000Z-2khz.251
252	Spectrogram 1	1	2.048	40.0	75.0	74.4	0.875	bdf	63050.11	63052.157999	MARS-20150822T000000Z-2khz.252
253	Spectrogram 1	1	3.584	40.0	75.0	76.6	0.9286	bdf	63093.117999	63096.702	MARS-20150822T000000Z-2khz.253
254	Spectrogram 1	1	2.8160000000000003	40.0	75.0	75.3	0.9091	bdf	63221.886	63224.702	MARS-20150822T000000Z-2khz.254
255	Spectrogram 1	1	2.3040000000000003	40.0	75.0	77.0	1.0	bdf	63350.142	63352.446	MARS-20150822T000000Z-2khz.255
256	Spectrogram 1	1	3.072	40.0	75.0	76.7	0.9167	bdf	63462.013999	63465.086	MARS-20150822T000000Z-2khz.256
257	Spectrogram 1	1	2.56	40.0	75.0	76.5	1.0	bdf	64251.262	64253.822	MARS-20150822T000000Z-2khz.257
258	Spectrogram 1	1	2.8160000000000003	40.0	75.0	74.9	0.8182	bdf	64432.766	64435.582	MARS-20150822T000000Z-2khz.258
259	Spectrogram 1	1	2.8160000000000003	40.0	75.0	76.0	1.0	bdf	65233.022	65235.837999	MARS-20150822T000000Z-2khz.259
260	Spectrogram 1	1	2.048	40.0	75.0	75.9	0.875	bdf	67208.83	67210.878	MARS-20150822T000000Z-2khz.260
261	Spectrogram 1	1	2.3040000000000003	40.0	75.0	75.6	0.8889	bdf	69348.477999	69350.782	MARS-20150822T000000Z-2khz.261
262	Spectrogram 1	1	2.8160000000000003	40.0	75.0	78.9	0.8182		73669.502	73672.318	MARS-20150822T000000Z-2khz.262
263	Spectrogram 1	1	2.56	40.0	75.0	75.6	0.9		74263.678	74266.238	MARS-20150822T000000Z-2khz.263
264	Spectrogram 1	1	2.3040000000000003	40.0	75.0	73.2	0.7778	bdf	74941.566	74943.87	MARS-20150822T000000Z-2khz.264
265	Spectrogram 1	1	3.072	40.0	75.0	80.7	0.8333	bdf	77028.222	77031.294	MARS-20150822T000000Z-2khz.265
266	Spectrogram 1	1	2.048	40.0	75.0	77.4	0.875	bdf	78863.998	78866.045999	MARS-20150822T000000Z-2khz.266
267	Spectrogram 1	1	2.8160000000000003	40.0	75.0	77.4	0.8182	bdf	78978.43	78981.246	MARS-20150822T000000Z-2khz.267
268	Spectrogram 1	1	3.3280000000000003	40.0	75.0	76.6	0.9231	bdf	79485.31	79488.638	MARS-20150822T000000Z-2khz.268
269	Spectrogram 1	1	2.048	40.0	75.0	74.5	0.75	bdf	79538.045999	79540.094	MARS-20150822T000000Z-2khz.269
270	Spectrogram 1	1	3.3280000000000003	40.0	75.0	77.2	0.9231	bdf	81049.982	81053.31	MARS-20150822T000000Z-2khz.270
271	Spectrogram 1	1	2.56	40.0	75.0	75.2	0.9	bdf	81748.862	81751.422	MARS-20150822T000000Z-2khz.271
272	Spectrogram 1	1	2.3040000000000003	40.0	75.0	72.3	0.8889	bdf	82227.325999	82229.63	MARS-20150822T000000Z-2khz.272
273	Spectrogram 1	1	2.3040000000000003	40.0	75.0	76.2	1.0	bdf	82566.27	82568.574	MARS-20150822T000000Z-2khz.273
274	Spectrogram 1	1	2.56	40.0	75.0	77.4	0.9	bdf	82575.998	82578.558	MARS-20150822T000000Z-2khz.274
275	Spectrogram 1	1	2.048	40.0	75.0	73.8	0.75	bdf	82740.094	82742.142	MARS-20150822T000000Z-2khz.275
276	Spectrogram 1	1	2.048	40.0	75.0	75.0	1.0	bdf	83334.27	83336.318	MARS-20150822T000000Z-2khz.276
277	Spectrogram 1	1	2.048	40.0	75.0	73.5	0.75	bdf	83369.085999	83371.134	MARS-20150822T000000Z-2khz.277
278	Spectrogram 1	1	2.3040000000000003	40.0	75.0	76.0	0.7778	bdf	83392.126	83394.43	MARS-20150822T000000Z-2khz.278
279	Spectrogram 1	1	4.096	40.0	75.0	77.1	0.875	bdf	83492.734	83496.83	MARS-20150822T000000Z-2khz.279
280	Spectrogram 1	1	3.072	40.0	75.0	75.3	0.75	bdf	83876.222	83879.294	MARS-20150822T000000Z-2khz.280
281	Spectrogram 1	1	5.12	40.0	75.0	76.5	0.9	bdf	83989.63	83994.75	MARS-20150822T000000Z-2khz.281
282	Spectrogram 1	1	2.56	40.0	75.0	77.0	0.9	bdf	84029.822	84032.382	MARS-20150822T000000Z-2khz.282
283	Spectrogram 1	1	2.56	40.0	75.0	75.6	0.9	bdf	84082.558	84085.117999	MARS-20150822T000000Z-2khz.283
284	Spectrogram 1	1	2.3040000000000003	40.0	75.0	72.7	1.0	bdf	84749.437999	84751.742	MARS-20150822T000000Z-2khz.284
285	Spectrogram 1	1	2.3040000000000003	40.0	75.0	75.0	1.0	bdf	85109.374	85111.678	MARS-20150822T000000Z-2khz.285
286	Spectrogram 1	1	2.3040000000000003	40.0	75.0	72.2	0.7778	bdf	85830.526	85832.83	MARS-20150822T000000Z-2khz.286
287	Spectrogram 1	1	2.048	40.0	75.0	74.6	0.75	bdf	85979.005999	85981.054	MARS-20150822T000000Z-2khz.287
288	Spectrogram 1	1	2.8160000000000003	40.0	75.0	75.6	0.9091	bdf	86078.846	86081.662	MARS-20150822T000000Z-2khz.288
289	Spectrogram 1	1	2.8160000000000003	40.0	75.0	79.6	1.0	bdf	86126.718	86129.534	MARS-20150822T000000Z-2khz.289
290	Spectrogram 1	1	4.096	40.0	75.0	78.1	0.9375	bdf	86240.126	86244.222	MARS-20150822T000000Z-2khz.290
